amount_tsh,date_recorded,funder,installer,basin,subvillage,region,lga,ward,population,public_meeting,recorded_by,scheme_management,permit,construction_year,extraction_type,payment,water_quality,quantity,source,source_class,waterpoint_type,waterpoint_type_group,days_since_recorded
0.0,2013-02-28,World Bank,Other,Pangani,Ilookisiti,Manyara,Kiteto,Kijungu,1200,True,GeoData Consultants Ltd,VWC,True,60s,gravity,never pay,salty,insufficient,spring,groundwater,other,other,278
20.0,2011-03-05,Other,Other,Wami / Ruvu,Kipera A,Pwani,Bagamoyo,Miono,200,True,GeoData Consultants Ltd,WUA,True,00s,ksb,pay per bucket,soft,enough,river,surface,communal standpipe,communal standpipe,1004
1200.0,2011-03-07,Other,DWE,Rufiji,M,Iringa,Mufindi,Nyololo,0,True,GeoData Consultants Ltd,VWC,True,00s,gravity,pay annually,soft,enough,spring,groundwater,communal standpipe,communal standpipe,1002
0.0,2011-08-18,Kkkt,KKKT,Lake Rukwa,Nasele,Mbeya,Mbozi,Chiwezi,0,False,GeoData Consultants Ltd,VWC,False,Unknown,nira/tanira,pay when scheme fails,soft,enough,shallow well,groundwater,hand pump,hand pump,838
0.0,2013-03-30,Government Of Tanzania,Other,Pangani,Kondiki,Kilimanjaro,Moshi Rural,Mwika Kaskazini,1,True,GeoData Consultants Ltd,WUA,True,60s,gravity,never pay,soft,insufficient,spring,groundwater,communal standpipe,communal standpipe,248
0.0,2012-10-30,Other,Other,Lake Victoria,Irangara,Mara,Musoma Rural,Nyakatende,780,Unknown,GeoData Consultants Ltd,Parastatal,False,10s,gravity,unknown,soft,seasonal,rainwater harvesting,surface,communal standpipe,communal standpipe,399
30.0,2013-01-12,Other,Other,Internal,Makuja,Singida,Singida Rural,Ilongero,1,True,GeoData Consultants Ltd,VWC,Unknown,00s,submersible,pay per bucket,soft,insufficient,machine dbh,groundwater,communal standpipe,communal standpipe,325
0.0,2013-03-18,Other,Other,Internal,Orbukoi,Arusha,Monduli,Makuyuni,1,False,GeoData Consultants Ltd,Parastatal,Unknown,00s,other,never pay,soft,seasonal,rainwater harvesting,surface,communal standpipe,communal standpipe,260
0.0,2013-02-03,Rwssp,DWE,Lake Victoria,Samu,Shinyanga,Bariadi,Mwaswale,0,False,GeoData Consultants Ltd,Parastatal,False,Unknown,afridev,never pay,soft,enough,shallow well,groundwater,hand pump,hand pump,303
5.0,2013-10-03,Other,Other,Pangani,Marakuli,Kilimanjaro,Hai,Machame Mashariki,35,True,GeoData Consultants Ltd,Water Board,True,90s,gravity,pay per bucket,soft,enough,spring,groundwater,communal standpipe,communal standpipe,61
10000.0,2011-02-27,Other,Other,Wami / Ruvu,Bomu,Pwani,Kibaha,Soga,15,True,GeoData Consultants Ltd,Parastatal,True,10s,mono,pay monthly,soft,insufficient,river,surface,communal standpipe,communal standpipe,1010
0.0,2013-02-26,Government Of Tanzania,DWE,Pangani,Ndoroweni,Kilimanjaro,Moshi Rural,Kimochi,70,True,GeoData Consultants Ltd,Parastatal,True,00s,gravity,unknown,soft,insufficient,spring,groundwater,communal standpipe multiple,communal standpipe,280
50.0,2013-01-24,Other,Other,Ruvuma / Southern Coast,Msimbazi,Lindi,Nachingwea,Mnero Miembeni,350,True,GeoData Consultants Ltd,VWC,False,00s,submersible,pay per bucket,salty,enough,machine dbh,groundwater,communal standpipe multiple,communal standpipe,313
0.0,2013-01-31,Other,DWE,Lake Victoria,Bushushiga,Shinyanga,Bariadi,Chinamili,0,True,GeoData Consultants Ltd,WUG,False,Unknown,nira/tanira,other,soft,enough,shallow well,groundwater,hand pump,hand pump,306
5.0,2013-03-30,Other,DWE,Pangani,Kimaroroni,Kilimanjaro,Moshi Rural,Kindi,30,True,GeoData Consultants Ltd,Water Board,True,00s,gravity,pay per bucket,soft,enough,river,surface,communal standpipe,communal standpipe,248
0.0,2011-03-01,Other,Other,Lake Nyasa,Mbuyuni,Iringa,Ludewa,Luilo,80,False,GeoData Consultants Ltd,VWC,False,90s,gravity,other,soft,enough,spring,groundwater,communal standpipe,communal standpipe,1008
0.0,2013-02-27,Other,DWE,Ruvuma / Southern Coast,Jaribuni,Ruvuma,Namtumbo,Mkongo,100,True,GeoData Consultants Ltd,Parastatal,False,10s,gravity,pay when scheme fails,soft,seasonal,rainwater harvesting,surface,communal standpipe,communal standpipe,279
0.0,2011-02-27,Danida,Other,Rufiji,Mgama A,Iringa,Iringa Rural,Mgama,1400,True,GeoData Consultants Ltd,VWC,True,70s,gravity,never pay,soft,enough,spring,groundwater,communal standpipe,communal standpipe,1010
0.0,2011-03-24,Danida,DWE,Rufiji,Ludewa,Iringa,Njombe,Imalinyi,120,True,GeoData Consultants Ltd,WUA,True,90s,gravity,never pay,soft,enough,river,surface,communal standpipe multiple,communal standpipe,985
200.0,2013-06-03,Other,Government,Lake Nyasa,Senta 'A',Ruvuma,Mbinga,Ruanda,96,True,GeoData Consultants Ltd,VWC,True,90s,gravity,pay monthly,soft,enough,spring,groundwater,communal standpipe,communal standpipe,183
0.0,2013-01-23,World Bank,Other,Lake Victoria,Nyamaguso,Mara,Bunda,Nyamhula,1800,True,GeoData Consultants Ltd,VWC,True,10s,gravity,unknown,soft,unknown,lake,surface,cattle trough,cattle trough,314
0.0,2011-03-17,Government Of Tanzania,Other,Internal,Tobahi,Dodoma,Bahi,Makanda,0,True,GeoData Consultants Ltd,VWC,True,Unknown,mono,pay per bucket,soft,enough,machine dbh,groundwater,communal standpipe,communal standpipe,992
0.0,2011-03-23,Government Of Tanzania,RWE,Pangani,Kisiwani Chini,Tanga,Korogwe,Mazinde,100,True,GeoData Consultants Ltd,VWC,False,70s,gravity,never pay,soft,insufficient,river,surface,communal standpipe,communal standpipe,986
0.0,2011-08-05,Hesawa,DWE,Lake Victoria,Rwabunuka,Kagera,Karagwe,Kibingo,0,True,GeoData Consultants Ltd,Other,True,Unknown,nira/tanira,never pay,soft,enough,shallow well,groundwater,hand pump,hand pump,851
0.0,2013-02-26,Other,DWE,Lake Victoria,Madukani,Shinyanga,Maswa,Kadoto,0,True,GeoData Consultants Ltd,WUG,False,Unknown,nira/tanira,pay when scheme fails,soft,insufficient,shallow well,groundwater,hand pump,hand pump,280
0.0,2013-02-13,Other,Other,Pangani,Mnoa,Kilimanjaro,Mwanga,Kileo,634,True,GeoData Consultants Ltd,Private operator,False,70s,submersible,never pay,soft,insufficient,spring,groundwater,communal standpipe,communal standpipe,293
200.0,2011-03-06,Government Of Tanzania,DWE,Pangani,Daisalama,Tanga,Muheza,Mkuzi,200,True,GeoData Consultants Ltd,VWC,False,00s,nira/tanira,pay monthly,salty,insufficient,shallow well,groundwater,hand pump,hand pump,1003
0.0,2011-04-02,Other,Other,Wami / Ruvu,Chakwale Mjini,Morogoro,Kilosa,Chakwale,250,True,GeoData Consultants Ltd,VWC,True,70s,gravity,never pay,soft,enough,spring,groundwater,communal standpipe,communal standpipe,976
0.0,2013-03-04,Government Of Tanzania,RWE,Pangani,Odelea,Kilimanjaro,Moshi Rural,Kibosho Kati,100,True,GeoData Consultants Ltd,VWC,True,70s,gravity,never pay,soft,enough,spring,groundwater,communal standpipe,communal standpipe,274
100.0,2011-03-21,World Bank,Other,Wami / Ruvu,Lulongwe Kati,Morogoro,Morogoro Rural,Ngerengere,700,True,GeoData Consultants Ltd,VWC,True,90s,nira/tanira,pay monthly,salty,insufficient,shallow well,groundwater,hand pump,hand pump,988
0.0,2011-04-05,Other,Commu,Internal,Majengo,Dodoma,Kondoa,Masange,0,True,GeoData Consultants Ltd,VWC,False,Unknown,gravity,never pay,soft,enough,spring,groundwater,communal standpipe,communal standpipe,973
0.0,2011-07-20,Other,Other,Lake Nyasa,Kati,Mbeya,Kyela,Ngana,0,True,GeoData Consultants Ltd,Water authority,True,Unknown,gravity,pay monthly,soft,enough,spring,groundwater,communal standpipe,communal standpipe,867
0.0,2012-11-06,Other,DWE,Lake Victoria,Masololo,Shinyanga,Maswa,Ipililo,0,True,GeoData Consultants Ltd,WUG,False,Unknown,other,other,soft,insufficient,shallow well,groundwater,other,other,392
300.0,2013-03-10,Government Of Tanzania,Other,Pangani,Ng'Anga,Kilimanjaro,Mwanga,Mwaniko,280,True,GeoData Consultants Ltd,Water Board,False,70s,gravity,pay monthly,soft,insufficient,river,surface,other,other,268
200.0,2011-03-28,World Bank,Other,Wami / Ruvu,Msamvu,Morogoro,Morogoro Rural,Kiroka,100,True,GeoData Consultants Ltd,VWC,True,00s,gravity,pay monthly,soft,enough,river,surface,communal standpipe,communal standpipe,981
500.0,2011-03-22,Other,Other,Rufiji,Uhambule Kati,Iringa,Njombe,Ilembula,350,True,GeoData Consultants Ltd,VWC,False,00s,swn 80,pay monthly,soft,enough,hand dtw,groundwater,hand pump,hand pump,987
50.0,2013-02-16,Other,DWE,Ruvuma / Southern Coast,Kisiwani,Ruvuma,Songea Rural,Maposeni,0,True,GeoData Consultants Ltd,VWC,True,00s,other,pay per bucket,soft,enough,river,surface,communal standpipe,communal standpipe,290
0.0,2013-02-15,Other,Other,Pangani,Hiti A,Kilimanjaro,Rombo,Katangara Mrere,350,True,GeoData Consultants Ltd,Company,True,00s,gravity,pay monthly,soft,enough,spring,groundwater,communal standpipe,communal standpipe,291
0.0,2012-10-03,Other,DWE,Lake Tanganyika,Bwenda,Shinyanga,Bukombe,Ushirombo,0,Unknown,GeoData Consultants Ltd,WUG,True,Unknown,nira/tanira,unknown,soft,dry,shallow well,groundwater,hand pump,hand pump,426
0.0,2012-10-03,Other,DWE,Internal,Mwalugoe,Shinyanga,Shinyanga Urban,Chibe,0,True,GeoData Consultants Ltd,WUG,False,Unknown,nira/tanira,pay per bucket,soft,insufficient,shallow well,groundwater,hand pump,hand pump,426
6.0,2013-06-03,Other,DWE,Pangani,Laso,Kilimanjaro,Moshi Rural,Kurua Vunjo Mashariki,30,True,GeoData Consultants Ltd,Water Board,True,00s,gravity,pay per bucket,soft,enough,spring,groundwater,communal standpipe,communal standpipe,183
0.0,2011-03-31,Other,Other,Rufiji,Magigwe B,Mbeya,Mbarali,Madibira,0,True,GeoData Consultants Ltd,VWC,False,Unknown,gravity,never pay,salty,enough,river,surface,communal standpipe,communal standpipe,978
6000.0,2011-03-03,Danida,Other,Rufiji,Maktaba,Iringa,Iringa Rural,Kalenga,4900,True,GeoData Consultants Ltd,VWC,True,80s,gravity,pay annually,soft,dry,spring,groundwater,communal standpipe,communal standpipe,1006
500.0,2013-01-16,Other,RWE,Lake Tanganyika,Kiganza Kati,Kigoma,Kigoma Rural,Kagongo,281,True,GeoData Consultants Ltd,VWC,True,80s,gravity,pay monthly,soft,seasonal,river,surface,communal standpipe multiple,communal standpipe,321
0.0,2011-10-07,Other,Other,Lake Nyasa,Iponjola,Mbeya,Kyela,Kajunjumele,0,True,GeoData Consultants Ltd,VWC,True,Unknown,gravity,never pay,soft,dry,river,surface,communal standpipe,communal standpipe,788
0.0,2011-07-18,Danida,Other,Lake Nyasa,Masebe,Mbeya,Kyela,Mwaya,0,True,GeoData Consultants Ltd,VWC,True,Unknown,gravity,never pay,soft,dry,spring,groundwater,communal standpipe,communal standpipe,869
0.0,2012-10-17,World Vision,Other,Lake Tanganyika,Nyan'Gombe,Shinyanga,Bukombe,Iponya,0,True,GeoData Consultants Ltd,WUG,True,Unknown,nira/tanira,unknown,soft,enough,shallow well,groundwater,hand pump,hand pump,412
0.0,2013-02-24,Other,Other,Ruvuma / Southern Coast,Kadewele,Ruvuma,Tunduru,Mindu,1,True,GeoData Consultants Ltd,VWC,False,00s,swn 80,never pay,soft,enough,machine dbh,groundwater,hand pump,hand pump,282
0.0,2013-02-25,World Vision,Other,Pangani,Ngorika A,Manyara,Simanjiro,Ngorika,300,True,GeoData Consultants Ltd,Other,True,00s,other,unknown,soft,seasonal,rainwater harvesting,surface,other,other,281
0.0,2011-08-03,Other,Other,Lake Victoria,Rwazi,Kagera,Bukoba Urban,Kahororo,0,True,GeoData Consultants Ltd,VWC,False,Unknown,gravity,never pay,soft,enough,spring,groundwater,communal standpipe,communal standpipe,853
0.0,2013-02-02,Other,Other,Ruvuma / Southern Coast,Mnolela Shuleni,Mtwara,Newala,Mchemo,500,True,GeoData Consultants Ltd,VWC,False,10s,nira/tanira,never pay,soft,enough,shallow well,groundwater,hand pump,hand pump,304
0.0,2011-03-01,Kkkt,Other,Wami / Ruvu,Upareni,Morogoro,Mvomero,Hembeti,1,True,GeoData Consultants Ltd,VWC,True,00s,submersible,never pay,salty,insufficient,machine dbh,groundwater,communal standpipe,communal standpipe,1008
30.0,2013-02-05,Other,Other,Ruvuma / Southern Coast,Jangwani,Mtwara,Newala,Maputi,450,True,GeoData Consultants Ltd,VWC,False,00s,submersible,pay per bucket,soft,enough,machine dbh,groundwater,communal standpipe multiple,communal standpipe,301
0.0,2013-03-27,Other,0,Wami / Ruvu,Kwembe,Dar es Salaam,Kinondoni,Kibamba,210,True,GeoData Consultants Ltd,VWC,False,90s,submersible,never pay,soft,dry,river,surface,communal standpipe,communal standpipe,251
0.0,2011-04-03,Other,Other,Lake Nyasa,Katete,Mbeya,Rungwe,Lufilyo,0,True,GeoData Consultants Ltd,Parastatal,Unknown,Unknown,gravity,unknown,soft,enough,spring,groundwater,communal standpipe,communal standpipe,975
0.0,2011-08-03,Other,Other,Lake Victoria,Kagasha,Kagera,Muleba,Bulyakashaju,0,True,GeoData Consultants Ltd,VWC,True,Unknown,gravity,never pay,soft,enough,spring,groundwater,communal standpipe,communal standpipe,853
0.0,2011-03-08,World Bank,Other,Wami / Ruvu,Kilingeni,Morogoro,Mvomero,Diongoya,50,True,GeoData Consultants Ltd,VWC,True,00s,gravity,never pay,soft,enough,machine dbh,groundwater,communal standpipe,communal standpipe,1001
50.0,2013-02-12,Other,Other,Internal,Ndua,Singida,Iramba,Kyengege,455,True,GeoData Consultants Ltd,WUA,True,10s,submersible,pay per bucket,soft,enough,machine dbh,groundwater,communal standpipe multiple,communal standpipe,294
4000.0,2011-03-17,Other,Other,Rufiji,Mlabani B,Morogoro,Kilombero,Ifakara,200,True,GeoData Consultants Ltd,Other,True,90s,swn 80,pay when scheme fails,soft,insufficient,shallow well,groundwater,hand pump,hand pump,992
0.0,2013-09-03,Other,Other,Internal,Kireeni,Arusha,Meru,Ngarenanyuki,700,True,GeoData Consultants Ltd,VWC,True,00s,gravity,unknown,soft,enough,spring,groundwater,communal standpipe multiple,communal standpipe,91
0.0,2011-07-12,Other,Other,Lake Victoria,Miembeni,Kagera,Chato,Nyamirembe,0,True,GeoData Consultants Ltd,VWC,True,Unknown,mono,never pay,soft,insufficient,machine dbh,groundwater,communal standpipe multiple,communal standpipe,875
0.0,2012-10-21,Other,DWE,Lake Victoria,Isenge,Shinyanga,Bariadi,Dutwa,0,Unknown,GeoData Consultants Ltd,WUG,False,Unknown,nira/tanira,unknown,soft,enough,shallow well,groundwater,hand pump,hand pump,408
50.0,2011-03-26,Other,Other,Wami / Ruvu,Matumbi,Pwani,Bagamoyo,Zinga/Ikerege,50,True,GeoData Consultants Ltd,Company,True,80s,ksb,pay per bucket,soft,enough,river,surface,communal standpipe,communal standpipe,983
0.0,2011-07-22,Other,DWE,Lake Rukwa,Sekondar,Rukwa,Nkasi,Chala,1,False,GeoData Consultants Ltd,VWC,False,00s,nira/tanira,never pay,soft,enough,shallow well,groundwater,hand pump,hand pump,865
0.0,2012-11-12,Other,Other,Lake Victoria,Nyabusonga,Mara,Rorya,Nyamunga,450,True,GeoData Consultants Ltd,Other,False,00s,other,unknown,soft,enough,spring,groundwater,improved spring,improved spring,386
0.0,2011-07-14,Government Of Tanzania,DWE,Lake Victoria,Kayoro,Kagera,Bukoba Rural,Kaibanja,0,True,GeoData Consultants Ltd,VWC,True,Unknown,other,never pay,salty,insufficient,shallow well,groundwater,other,other,873
0.0,2013-03-14,Other,Other,Pangani,Oldonyo Masi,Arusha,Arusha Rural,Moshono,250,False,GeoData Consultants Ltd,Water Board,Unknown,00s,gravity,never pay,unknown,insufficient,spring,groundwater,communal standpipe,communal standpipe,264
30.0,2013-02-04,Government Of Tanzania,Other,Lake Rukwa,Kawajense 2,Rukwa,Mpanda,Kawajense,300,True,GeoData Consultants Ltd,Water authority,True,80s,india mark ii,pay per bucket,soft,enough,machine dbh,groundwater,hand pump,hand pump,302
500.0,2013-02-24,Other,Other,Ruvuma / Southern Coast,Mchangani,Ruvuma,Tunduru,Muhuwesi,1,True,GeoData Consultants Ltd,VWC,False,90s,swn 80,pay monthly,soft,seasonal,machine dbh,groundwater,hand pump,hand pump,282
0.0,2013-07-03,World Vision,Other,Pangani,Kizangaze,Kilimanjaro,Same,Maore,150,True,GeoData Consultants Ltd,Water authority,True,90s,gravity,never pay,soft,enough,river,surface,communal standpipe,communal standpipe,153
20.0,2013-03-03,Other,Other,Pangani,Komankwavi,Kilimanjaro,Same,Mwembe,250,True,GeoData Consultants Ltd,Water authority,True,10s,gravity,pay per bucket,soft,insufficient,spring,groundwater,communal standpipe,communal standpipe,275
0.0,2011-04-17,Other,DWE,Internal,Itoha,Dodoma,Kondoa,Pahi,0,True,GeoData Consultants Ltd,VWC,False,Unknown,gravity,never pay,soft,enough,spring,groundwater,communal standpipe,communal standpipe,961
1000.0,2013-02-20,Other,Other,Internal,Ugali,Singida,Iramba,Kaselya,680,True,GeoData Consultants Ltd,VWC,True,90s,afridev,pay when scheme fails,soft,enough,machine dbh,groundwater,hand pump,hand pump,286
600.0,2013-01-25,Other,DWE,Lake Tanganyika,Samilo,Kigoma,Kigoma Rural,Mahembe,400,True,GeoData Consultants Ltd,Parastatal,True,00s,gravity,pay monthly,soft,enough,river,surface,communal standpipe multiple,communal standpipe,312
20.0,2013-02-07,Other,Other,Ruvuma / Southern Coast,Majengo,Mtwara,Newala,Kitangari,300,True,GeoData Consultants Ltd,VWC,False,00s,submersible,pay per bucket,soft,insufficient,machine dbh,groundwater,communal standpipe multiple,communal standpipe,299
0.0,2012-12-18,Other,Other,Lake Victoria,Nyamribwa,Mara,Musoma Rural,Bukima,250,False,GeoData Consultants Ltd,WUG,True,00s,nira/tanira,unknown,soft,enough,shallow well,groundwater,hand pump,hand pump,350
0.0,2011-03-27,Other,Other,Wami / Ruvu,Majengo Mapya,Dodoma,Chamwino,Msamalo,0,True,GeoData Consultants Ltd,VWC,True,Unknown,other,unknown,soft,dry,shallow well,groundwater,other,other,982
0.0,2012-10-13,Other,DWE,Lake Victoria,Kashishi,Shinyanga,Maswa,Kadoto,0,True,GeoData Consultants Ltd,WUG,False,Unknown,nira/tanira,pay when scheme fails,soft,enough,shallow well,groundwater,hand pump,hand pump,416
250.0,2013-01-27,Danida,DANIDA,Lake Tanganyika,Runyinya,Kigoma,Kasulu,Nyamnyusi,750,True,GeoData Consultants Ltd,Water authority,True,00s,gravity,pay monthly,soft,enough,dam,surface,communal standpipe multiple,communal standpipe,310
0.0,2011-03-28,Other,DWE,Rufiji,Chipindi,Morogoro,Kilombero,Mang'ula,260,True,GeoData Consultants Ltd,WUA,True,90s,gravity,never pay,soft,seasonal,river,surface,communal standpipe,communal standpipe,981
0.0,2013-03-26,Other,Other,Pangani,Ongomu,Kilimanjaro,Siha,Siha Mashariki,1,True,GeoData Consultants Ltd,Water Board,True,90s,gravity,pay monthly,soft,enough,spring,groundwater,communal standpipe,communal standpipe,252
250.0,2013-01-25,Government Of Tanzania,DWE,Lake Tanganyika,Bukoba,Kigoma,Kasulu,Muzye,230,True,GeoData Consultants Ltd,Water authority,True,10s,gravity,pay monthly,soft,enough,river,surface,communal standpipe,communal standpipe,312
0.0,2012-10-04,Other,DWE,Lake Tanganyika,Mbizi,Shinyanga,Bukombe,Iyogela,0,True,GeoData Consultants Ltd,WUG,False,Unknown,nira/tanira,unknown,soft,enough,shallow well,groundwater,hand pump,hand pump,425
0.0,2011-03-18,Other,Other,Wami / Ruvu,Mji Mpya,Pwani,Bagamoyo,Magomeni,663,True,GeoData Consultants Ltd,Parastatal,False,10s,india mark ii,never pay,salty,enough,shallow well,groundwater,hand pump,hand pump,991
0.0,2013-03-15,Other,Other,Ruvuma / Southern Coast,Ruvuma Juu,Ruvuma,Songea Urban,Ruvuma,0,False,GeoData Consultants Ltd,Other,True,00s,india mark ii,pay when scheme fails,soft,seasonal,shallow well,groundwater,hand pump,hand pump,263
25.0,2013-02-02,Other,Other,Ruvuma / Southern Coast,Kisungule A,Mtwara,Mtwara Urban,Jangwani,430,True,GeoData Consultants Ltd,WUG,False,Unknown,submersible,pay per bucket,soft,insufficient,machine dbh,groundwater,communal standpipe,communal standpipe,304
0.0,2011-03-19,Other,Other,Wami / Ruvu,Miyomboni,Pwani,Kibaha,Visiga,1,True,GeoData Consultants Ltd,Other,True,00s,mono,never pay,soft,enough,river,surface,communal standpipe,communal standpipe,990
50.0,2013-03-20,Other,0,Wami / Ruvu,Mtaa Wa Mzinga,Dar es Salaam,Ilala,Kitunda,120,Unknown,GeoData Consultants Ltd,Private operator,False,00s,submersible,pay per bucket,soft,enough,machine dbh,groundwater,communal standpipe,communal standpipe,258
0.0,2013-07-03,Other,Other,Pangani,Chemchem,Arusha,Meru,Maji ya Chai,98,True,GeoData Consultants Ltd,VWC,True,00s,ksb,unknown,soft,insufficient,river,surface,communal standpipe,communal standpipe,153
0.0,2011-03-02,Other,Other,Rufiji,Londo,Morogoro,Kilombero,Mbingu,630,True,GeoData Consultants Ltd,Other,True,10s,other - rope pump,never pay,soft,enough,shallow well,groundwater,hand pump,hand pump,1007
0.0,2013-02-04,Other,Other,Pangani,Mpinchi,Kilimanjaro,Same,Vudee,120,True,GeoData Consultants Ltd,Water authority,True,10s,gravity,never pay,soft,insufficient,spring,groundwater,communal standpipe,communal standpipe,302
20.0,2011-03-29,Other,Other,Wami / Ruvu,Madoa,Morogoro,Kilosa,Kibedya,160,True,GeoData Consultants Ltd,VWC,True,00s,gravity,pay per bucket,soft,enough,spring,groundwater,communal standpipe,communal standpipe,980
